education_2003_revision,detail_age,current_data_year
1.0,74.07148067890654,2014.0
2.0,71.2180692926138,2014.0
3.0,74.08692367713495,2014.0
4.0,71.14424702432292,2014.0
5.0,71.41917184590027,2014.0
6.0,74.89576896157325,2014.0
7.0,75.93555668355059,2014.0
8.0,77.87721502756764,2014.0
9.0,73.65308163020437,2014.0
